version,nominal_architecture_generation,model_architecture_or_method,input_representation,noise_or_data_scope,code_distance_rounds,logical_error_accuracy_gain_metrics,basis_domain_scope,shots,latency_us,coverage_ci,measured_metric_keywords,script_paths_local,evidence_status,recommended_next_improvement,priority,v12_relation,standard_benchmark_comparison,source_audit,method,data,metrics,status,reason,script,wolffe,registry_source,paper_archive_root,github_staging_root,data_provenance,verification_status,promotion_decision,recording_note
V11,G1_MLP_CNN_legacy,MWPM/PyMatching; graph/DEM; calibration/drift; ensemble/consensus; postselection/gate; geometry/FAISS,soft/LLR or analog; hard syndrome; calibration/backend metadata,domain/held-out,unavailable,1.0918 pp,nn.Embedding(2,unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v12_wildcard_20260717\train_wildcard_v11.py,Rejected as successors; diagnostic only.,Retain only variants that beat V10 and pass cost/domain gates.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,domain/held-out,measured artifact,rejected,Version V11 retained with original matrix fields; no missing fields were inferred.
V12,G1_MLP_CNN_legacy,BP-OSD; MWPM/PyMatching; neural/ML; graph/DEM; calibration/drift; ensemble/consensus; postselection/gate,soft/LLR or analog; hard syndrome; calibration/backend metadata,IBM real shots; phenomenological/Stim; correlated/drift; domain/held-out,0/,+1.34298 pp,"=0 else 'Z']={'test_shots':int(len(te)); = 0 and rounds == 7; d[""metadata""][ix; = d)) for d in np.unique(data.domain)}; domains[held]; = 0 else ""Z"") + str(rounds)",0,unavailable,unavailable,shots = 0,C:\Users\22228049\.codex\qec_work\qec_v248_v12_training_discipline_ablation.py;C:\Users\22228049\.codex\qec_work\qec_v251_conformal_v12_mwpm_gate.py; C:\Users\22228049\.codex\qec_work\qec_v248_v12_training_discipline_ablation.py; C:\Users\22228049\.codex\qec_work\qec_v251_conformal_v12_mwpm_gate.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_label_audit_20260726\v207_code\v207_evaluate_frozen_v12_iq.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v109_open_source_20260722\prepare_v112_v12_data.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v109_open_source_20260722\v135_v128_v130_v12_merge.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v109_open_source_20260722\v147\v147_v12_dem_coverage_audit.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v12_wildcard_20260717\evaluate_v12_blend.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v20_20260718\evaluate_v12_blend.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v21_20260718\evaluate_v12_blend.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v22_20260718\evaluate_v12_blend.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v25_crossbackend_fez_20260718\evaluate_v12_blend.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v28_crossbackend_marrakesh_20260718\evaluate_v12_blend.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v29_v12_20260718\evaluate_v12_blend.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v38_20260718\train_v38_v12_osd_selector.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v38_confirmation_20260718\evaluate_v12_blend.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v59_20260719\analyze_v64_v12_adaptive_osd.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v68_confirmation_20260720\evaluate_v12_blend.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_work\qec_v248_v12_training_discipline_ablation.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_work\qec_v251_conformal_v12_mwpm_gate.py,Current validated full-coverage winner and mandatory fallback/comparator for later work.,Use as frozen fallback; seek gains only via fresh paired IBM metadata.,high,validated baseline,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717\101_V135_V12_V128_V130_MERGED_DECODER_20260724;Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717\157_V248_V12_TRAINING_DISCIPLINE_20260729;Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717\162_V251_CONFORMAL_V12_MWPM_GATE_20260729;Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717\99_V133_V12_METRIC_AUX_AMPLIFICATION_20260724,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,IBM real shots; phenomenological/Stim; correlated/drift; domain/held-out,measured artifact,promoted,Version V12 retained with original matrix fields; no missing fields were inferred.
V13,G1_MLP_CNN_legacy,MWPM/PyMatching; neural/ML; graph/DEM; calibration/drift; ensemble/consensus; postselection/gate,soft/LLR or analog; hard syndrome; calibration/backend metadata,IBM real shots; domain/held-out,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v13_crossdomain_20260717\build_v13_lodo_v10_data.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v13_crossdomain_20260717\nested_blend_crossdomain_v13.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v13_crossdomain_20260717\summarize_crossdomain_v13.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v13_crossdomain_20260717\summarize_v13_residual.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v13_crossdomain_20260717\train_crossdomain_transfer_v13.py,Retained as reuse/transfer evidence; do not infer that generic pretrained models improve QEC automatically.,Compare open models with identical inputs and fixed V12 comparator.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,IBM real shots; domain/held-out,audit or unavailable,promoted,Version V13 retained with original matrix fields; no missing fields were inferred.
V14,G1_MLP_CNN_legacy,MWPM/PyMatching; graph/DEM; calibration/drift; ensemble/consensus; postselection/gate,soft/LLR or analog; hard syndrome; calibration/backend metadata,domain/held-out,unavailable,unavailable,"int(f.parent.name.rsplit(""holdout""; dict",unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v13_crossdomain_20260717\analyze_v14_mwpm_member_oracle.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v13_crossdomain_20260717\evaluate_v14_risk_controlled_relational_router.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v14_disagreement_20260718\evaluate_v14_disagreement_selector.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v14_disagreement_20260718\train_v14_disagreement_selector.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v14_disagreement_20260718\initial_router\analyze_v14_mwpm_member_oracle.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v14_disagreement_20260718\initial_router\evaluate_v14_risk_controlled_relational_router.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v15_quantum_kernel_20260718\diagnose_v14_v15_selector_ceiling.py,Not promoted.,Replace global risk threshold with per-domain validation thresholds.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,domain/held-out,audit or unavailable,see row status,Version V14 retained with original matrix fields; no missing fields were inferred.
V15,G1_MLP_CNN_legacy,MWPM/PyMatching; calibration/drift; ensemble/consensus; geometry/FAISS,hard syndrome; calibration/backend metadata,correlated/drift; domain/held-out,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v15_quantum_kernel_20260718\diagnose_v14_v15_selector_ceiling.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v15_quantum_kernel_20260718\evaluate_v15_quantum_kernel_selector.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v15_quantum_kernel_20260718\train_v15_quantum_kernel_selector.py,Rejected; quantum kernels did not solve the domain-routing problem.,"Use quantum kernel only as an abstention feature, not replacement decoder.",normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,correlated/drift; domain/held-out,measured artifact,rejected,Version V15 retained with original matrix fields; no missing fields were inferred.
V16,G1_MLP_CNN_legacy,MWPM/PyMatching; graph/DEM; calibration/drift; ensemble/consensus; postselection/gate,hard syndrome; calibration/backend metadata,domain/held-out,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v16_longrange_selector_20260718\evaluate_v16_longrange_selector.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v16_longrange_selector_20260718\train_v16_longrange_counterfactual_selector.py,Not promoted.,Constrain long-range selector to basis/domain non-regression.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,domain/held-out,audit or unavailable,see row status,Version V16 retained with original matrix fields; no missing fields were inferred.
V17,G1_MLP_CNN_legacy,calibration/drift; geometry/FAISS,hard syndrome; calibration/backend metadata,IBM real shots; domain/held-out,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v17_vqc_20260718\evaluate_v17_vqc_selector.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v17_vqc_20260718\train_v17_vqc_selector.py,Rejected; do not replace the GNN/relational decoder with a VQC on current evidence.,Benchmark VQC latency and accuracy against classical selector first.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,IBM real shots; domain/held-out,measured artifact,rejected,Version V17 retained with original matrix fields; no missing fields were inferred.
V18,G1_MLP_CNN_legacy,MWPM/PyMatching; graph/DEM; calibration/drift; postselection/gate,soft/LLR or analog; calibration/backend metadata,IBM real shots; domain/held-out,1/,unavailable,z['domain_id']; domain[keep],unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v18_quantum_20260718\analyze_v18_quantum_ambiguity_resolver.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v67_20260719\code\analyze_v18_quantum_ambiguity_resolver.py,Kept as a controlled quantum-assisted research branch.,Measure full-denominator logical error; separate postselection coverage.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,IBM real shots; domain/held-out,audit or unavailable,promoted,Version V18 retained with original matrix fields; no missing fields were inferred.
V19,G1_MLP_CNN_legacy,MWPM/PyMatching; graph/DEM; calibration/drift; postselection/gate,soft/LLR or analog; hard syndrome; calibration/backend metadata,IBM real shots; phenomenological/Stim; correlated/drift,0/; 1/,unavailable,[]; paths=np.vstack([paths,unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v67_20260719\code\evaluate_v19_exact_hyperedge_decoders.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v67_20260719\code\evaluate_v19_local_bp_hyperedge_qubo.py,"Feasibility validated, but exact classical solving remained available and decoder benefit was not established.",Compare quantum subsolver against exact classical optimum on same graph.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,IBM real shots; phenomenological/Stim; correlated/drift,measured artifact,promoted,Version V19 retained with original matrix fields; no missing fields were inferred.
V20,G1_MLP_CNN_legacy,graph/DEM,unavailable,unavailable,unavailable,+0.05093 pp,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,"Small independent selective improvement, not a replacement for V12 and not universally safe.",Retest local overlay with configuration-level safety gate.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,unavailable,audit or unavailable,promoted,Version V20 retained with original matrix fields; no missing fields were inferred.
V21,G1_MLP_CNN_legacy,unavailable,unavailable,unavailable,unavailable,+0.00347 pp,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,Independent null; widened selection did not replicate.,Require positive paired effect and coverage stability before widening gate.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,unavailable,audit or unavailable,promoted,Version V21 retained with original matrix fields; no missing fields were inferred.
V22,G1_MLP_CNN_legacy,MWPM/PyMatching; postselection/gate,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,"Confirmed below-1% conditional postselection, not full-decoder error and not LER/cycle.",Report conditional and full-denominator errors separately; no deployment claim.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,unavailable,audit or unavailable,promoted,Version V22 retained with original matrix fields; no missing fields were inferred.
V23,G1_MLP_CNN_legacy,calibration/drift,calibration/backend metadata,domain/held-out,unavailable,+0.021219 pp,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,Development-only; no QPU confirmation warranted.,Use tournament only for proposal generation; validate one pre-registered policy.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717\18_JULY_2026_V23_V29_UPDATE,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,domain/held-out,audit or unavailable,promoted,Version V23 retained with original matrix fields; no missing fields were inferred.
V24,G1_MLP_CNN_legacy,MWPM/PyMatching; calibration/drift; ensemble/consensus; postselection/gate,soft/LLR or analog; hard syndrome; calibration/backend metadata,IBM real shots; domain/held-out,20260718/,+0.001157 pp,unavailable,unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v24_ising_20260718\train_v24_ibm_ising_style.py,Null; architectural inspiration is not equivalent to checkpoint fine-tuning.,Add true V12 residual labels and calibration context to local 3D expert.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,IBM real shots; domain/held-out,audit or unavailable,promoted,Version V24 retained with original matrix fields; no missing fields were inferred.
V25,G1_MLP_CNN_legacy,unavailable,calibration/backend metadata,IBM real shots,unavailable,+0.128472 pp,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,Positive but not statistically confirmed cross-backend transfer.,Prospectively repeat on a new backend/day with X/Z confidence bounds.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,IBM real shots,audit or unavailable,promoted,Version V25 retained with original matrix fields; no missing fields were inferred.
V26,G1_MLP_CNN_legacy,MWPM/PyMatching; graph/DEM,hard syndrome,phenomenological/Stim,20260718/,unavailable,basis,unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v26_heavyhex_20260718\run_v26_heavyhex_distance.py,Simulation/structural evidence only; naive legacy HHC mapping was too costly for QPU submission.,Optimize heavy-hex routing before QPU test; report depth and hook faults.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,phenomenological/Stim,audit or unavailable,promoted,Version V26 retained with original matrix fields; no missing fields were inferred.
V27,G1_MLP_CNN_legacy,MWPM/PyMatching,soft/LLR or analog; hard syndrome,IBM real shots; phenomenological/Stim; correlated/drift,unavailable,1.7222 pp; 0.9667 pp,unavailable,unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v27_soft_iq_20260718\train_v27_soft_iq_ablations.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v29_soft_iq_20260718\train_v27_soft_iq_ablations.py,"Promising hard-syndrome residual, but no evidence that soft IQ added value.",Obtain real analog IQ or stop claiming soft-readout benefit.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,IBM real shots; phenomenological/Stim; correlated/drift,audit or unavailable,promoted,Version V27 retained with original matrix fields; no missing fields were inferred.
V28,G1_MLP_CNN_legacy,unavailable,unavailable,unavailable,unavailable,+0.2847 pp,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,Confirmed aggregate transfer but not zero-regression safety.,Gate each X/Z and distance/round cohort independently.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,unavailable,audit or unavailable,promoted,Version V28 retained with original matrix fields; no missing fields were inferred.
V29,G1_MLP_CNN_legacy,MWPM/PyMatching,soft/LLR or analog; hard syndrome; calibration/backend metadata,IBM real shots,unavailable,+0.9741 pp,unavailable,unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v29_soft_iq_20260718\evaluate_v29_frozen_hard_soft.py,Confirmed hard-syndrome residual learning; rejected incremental soft-IQ claim.,Keep hard residual; test calibrated soft features only with matched IQ.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717\18_JULY_2026_V23_V29_UPDATE,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,IBM real shots,measured artifact,rejected,Version V29 retained with original matrix fields; no missing fields were inferred.
V30,G1_MLP_CNN_legacy,postselection/gate,unavailable,unavailable,unavailable,+0.07639 pp; +0.03241 pp,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,"Diagnostic null; domain sign reversal, not classifier capacity, was limiting.","Use pre-registered harm-aware rule, not retrospective tournament selection.",normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,unavailable,measured artifact,diagnostic/not promoted,Version V30 retained with original matrix fields; no missing fields were inferred.
V31,G1_MLP_CNN_legacy,postselection/gate,unavailable,unavailable,unavailable,+0.05440 pp; +0.00347 pp,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,Rejected for freezing; optimizer scaling did not resolve hardware-domain reversal.,Replace energy heuristic with operation-local calibration features.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,unavailable,measured artifact,rejected,Version V31 retained with original matrix fields; no missing fields were inferred.
V32,G1_MLP_CNN_legacy,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,No sealed V32 artifact found; numbering moved from V31 to V38 in the preserved archive.,Recover or seal the missing artifact; do not infer a metric.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,unavailable,audit or unavailable,promoted,Version V32 retained with original matrix fields; no missing fields were inferred.
V33,G1_MLP_CNN_legacy,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,No sealed V33 artifact found; numbering moved from V31 to V38 in the preserved archive.,Recover or seal the missing artifact; do not infer a metric.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,unavailable,audit or unavailable,promoted,Version V33 retained with original matrix fields; no missing fields were inferred.
V34,G1_MLP_CNN_legacy,postselection/gate,calibration/backend metadata,IBM real shots; domain/held-out,0/,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v34_nvidia_20260718\benchmark_v34_nvidia_latency.py; C:\Users\22228049\.codex\qec_work\wolffe_archive_20260730\extracted\home\22228049\qec_v34_nvidia_20260718\train_v34_nvidia_ibm_transfer.py,No sealed V34 artifact found; numbering moved from V31 to V38 in the preserved archive.,Recover or seal the missing artifact; do not infer a metric.,normal,not a V12 comparison,MWPM/BP-OSD comparator only when explicitly present; no claim if unavailable,early audit; ,,,,,,,,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,IBM real shots; domain/held-out,audit or unavailable,promoted,Version V34 retained with original matrix fields; no missing fields were inferred.
